Gene_EGGNOG	Gene_Keio	KEGG_acc	KEGG_pathway	Locus..Klebsiella.pneumoniae.Ecl8	Locus..Klebsiella.pneumoniae.RH201207	Locus..Escherichia.coli.ST131.EC958	Locus..Escherichia.coli.UPEC.ST131.NCTC13441	Locus..Escherichia.coli.BW25113..Keio.	Locus..Escherichia.coli.BW25113	Locus..Citrobacter.rodentium.ICC168	Locus..Salmonella.Typhi.Ty2	Locus..Salmonella.Typhimurium.A130	Locus..Salmonella.Typhimurium.D23580	Locus..Salmonella.Typhimurium.SL3261	Locus..Salmonella.Typhimurium.SL1344	Locus..Salmonella.Enteritidis.P125109	DEG..Salmonella.enterica.serovar.Typhi	Enterobacteriaceae..essential	Bacteria..excluding.symbionts...essential	TraDIS.Essentiality..Klebsiella.pneumoniae.Ecl8	TraDIS.Presence..Klebsiella.pneumoniae.Ecl8	TraDIS.Essentiality..Klebsiella.pneumoniae.RH201207	TraDIS.Presence..Klebsiella.pneumoniae.RH201207	TraDIS.Essentiality..Escherichia.coli.ST131.EC958	TraDIS.Presence..Escherichia.coli.ST131.EC958	TraDIS.Essentiality..Escherichia.coli.UPEC.ST131.NCTC13441	TraDIS.Presence..Escherichia.coli.UPEC.ST131.NCTC13441	EcoGene.Essentiality..Escherichia.coli.BW25113	EcoGene.Presence..Escherichia.coli.BW25113	TraDIS.Essentiality..Escherichia.coli.BW25113	TraDIS.Presence..Escherichia.coli.BW25113	TraDIS.Essentiality..Citrobacter.rodentium.ICC168	TraDIS.Presence..Citrobacter.rodentium.ICC168	TraDIS.Essentiality..Salmonella.Typhi.Ty2	TraDIS.Presence..Salmonella.Typhi.Ty2	DEG..Salmonella.enterica.serovar.Typhi.1	TraDIS.Essentiality..Salmonella.Typhimurium.A130	TraDIS.Presence..Salmonella.Typhimurium.A130	TraDIS.Essentiality..Salmonella.Typhimurium.D23580	TraDIS.Presence..Salmonella.Typhimurium.D23580	TraDIS.Essentiality..Salmonella.Typhimurium.SL3261	TraDIS.Presence..Salmonella.Typhimurium.SL3261	TraDIS.Essentiality..Salmonella.Typhimurium.SL1344	TraDIS.Presence..Salmonella.Typhimurium.SL1344	TraDIS.Essentiality..Salmonella.Enteritidis.P125109	TraDIS.Presence..Salmonella.Enteritidis.P125109
eno	eno	eco00010 / eco00680 / eco01100 / eco01110 / eco01120 / eco01130 / eco01200 / eco01230 / eco03018	Glycolysis / Gluconeogenesis / Methane metabolism / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Carbon metabolism / Biosynthesis of amino acids / RNA degradation	BN373_37671	ERS227112_01537	EC958_3048	NCTC13441_00995	b2779	BW25113_2779	ROD_30351	t2853	STM_MW29151	STMMW_29151	SL3261_2931	SL1344_2931	SEN2791	1	92.9	70	-0.597112187731796	1	-6.5	1	0.572095019493426	1	-3.11522979503511	1	1	1	-6.5	1	-2.11951520316311	1	-6.5	1	1	-2.23704088600777	1	-6.5	1	-6.5	1	-6.5	1	-2.15285258441621	1
lysS	lysS	eco00970	Aminoacyl-tRNA biosynthesis	BN373_39851	ERS227112_01345	EC958_3171	NCTC13441_00865	b2890	BW25113_2890	ROD_49431	t2958	STM_MW30001	STMMW_30001	SL3261_3016	SL1344_3016	SEN2883	1	92.9	85	-0.418846569966097	1	-3.3370312435154	1	-0.639820743507447	1	-0.611564139574235	1	0	1	0	1	-6.5	1	-2.67019880399604	1	1	-6.5	1	-2.24990087594256	1	-6.5	1	-4.0685766157025	1	-1.38341344494244	1
folK	folK	eco00790 / eco01100	Folate biosynthesis / Metabolic pathways	BN373_06321	ERS227112_02483	EC958_0285	NCTC13441_03838	b0142	BW25113_0142	ROD_01461	t0191	STM_MW01891	STMMW_01891	SL3261_0184	SL1344_0184	SEN0188	0	71.4	55	-6.5	1	-6.5	1	-0.703959338982984	1	0.248335272376106	1	1	1	-6.5	1	-1.37901731748771	1	-0.691951460446578	1	0	-6.5	1	0.32807113746933	1	1.80501501028181	1	-6.5	1	-2.71888024782885	1
tsaC	tsaC	-	-	BN373_43191	ERS227112_00903	EC958_3676	NCTC13441_00413	b3282	BW25113_3282	ROD_45391	t4102	STM_MW33951	STMMW_33951	SL3261_3369	SL1344_3369	SEN3230	1	92.9	55	-1.50500463388718	1	-1.48161899822856	1	-1.19806083457932	1	-6.5	1	1	1	-1.56680906187292	1	0.0261050555312075	1	-6.5	1	1	-6.5	1	-1.61693229647498	1	-1.87264232871337	1	-6.5	1	-2.20205003226771	1
wbnF	-	-	-	BN373_30981	ERS227112_04087	-	-	-	-	-	t4351	-	-	-	-	-	0	14.3	10	-1.61943708700072	1	-2.83025405541331	1	NA	0	NA	0	0	0	NA	0	NA	0	4.6064756980107	1	0	NA	0	NA	0	NA	0	NA	0	NA	0
ybeY	ybeY	-	-	BN373_12641	ERS227112_03126	EC958_0777	NCTC13441_03338	b0659	BW25113_0659	ROD_06711	t2205	STM_MW07331	STMMW_07331	SL3261_0657	SL1344_0657	SEN0637	1	92.9	65	-6.5	1	-6.5	1	-0.293259662606557	1	-0.176915647998636	1	0	1	-0.884324101158924	1	-6.5	1	-6.5	1	1	-6.5	1	-1.50835724166669	1	-0.660160934715849	1	-6.5	1	-1.30768561737283	1
lexA	lexA	-	-	BN373_00381	ERS227112_01903	EC958_4499	NCTC13441_04443	b4043	BW25113_4043	ROD_37031	t4143	STM_MW41871	STMMW_41871	SL3261_4174	SL1344_4174	SEN4006	1	92.9	42.5	-1.67922358212731	1	-6.5	1	-6.5	1	-2.54724726928515	1	1	1	-1.69654347393311	1	-6.5	1	-0.849081991057802	1	1	-6.5	1	-2.8246411738659	1	-3.03488212676174	1	-6.5	1	1.40341593567772	1
rplK	rplK	eco03010	Ribosome	BN373_49761	ERS227112_01830	EC958_5094	NCTC13441_04513	b3983	BW25113_3983	ROD_37691	t3478	STM_MW41021	STMMW_41021	SL3261_4088	SL1344_4088	SEN3933	1	92.9	82.5	-6.5	1	-6.5	1	-2.63460988719773	1	-6.5	1	0	1	-6.5	1	-1.59876990478276	1	-1.93034957213553	1	1	-6.5	1	-2.50538048045289	1	-6.5	1	-1.66610197338199	1	-0.96422824952127	1
ispD	ispD	eco00900 / eco01100 / eco01110 / eco01130	Terpenoid backbone biosynthesis / Metabolic pathways / Biosynthesis of secondary metabolites / Biosynthesis of antibiotics	BN373_37531	ERS227112_01551	EC958_3018	NCTC13441_01026	b2747	BW25113_2747	ROD_30621	t2831	STM_MW28931	STMMW_28931	SL3261_2909	SL1344_2909	SEN2769	1	85.7	72.5	-6.5	1	-6.5	1	3.05179834648066	1	2.16173272478149	1	1	1	-6.5	1	-6.5	1	-6.5	1	1	-6.5	1	-0.997882947549043	1	-6.5	1	-2.86588316732053	1	-1.69581826759577	1
rpsU	rpsU	eco03010	Ribosome	BN373_41271	ERS227112_01133	EC958_3471	NCTC13441_00627	b3065	BW25113_3065	ROD_36171	t3129	STM_MW31701	STMMW_31701	SL3261_3183	SL1344_3183	SEN3052	1	85.7	52.5	-0.085616242834001	1	-6.5	1	-6.5	1	-6.5	1	1	1	-6.5	1	-0.566765445032399	1	-6.5	1	1	1.58556580075438	1	0.949344424881434	1	-1.29118954746215	1	-0.265293694743278	1	-0.835701505458251	1
rplC	rplC	eco03010	Ribosome	BN373_43561	ERS227112_00867	EC958_3713	NCTC13441_00375	b3320	BW25113_3320	ROD_45021	t4065	STM_MW34321	STMMW_34321	SL3261_3407	SL1344_3407	SEN3268	1	92.9	92.5	-0.647878556686132	1	-6.5	1	-2.92986788543289	1	-6.5	1	1	1	-6.5	1	-6.5	1	-1.74364182347979	1	1	-1.50642131890698	1	-6.5	1	-3.03410315913763	1	-1.94720860428254	1	0.469527679127367	1
glyA	glyA	eco00260 / eco00460 / eco00630 / eco00670 / eco00680 / eco01100 / eco01110 / eco01120 / eco01130 / eco01200 / eco01230	Glycine, serine and threonine metabolism / Cyanoamino acid metabolism / Glyoxylate and dicarboxylate metabolism / One carbon pool by folate / Methane metabolism / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Carbon metabolism / Biosynthesis of amino acids	BN373_35341	ERS227112_00039	EC958_2857	NCTC13441_01190	b2551	BW25113_2551	ROD_24931	t0301	STM_MW25721	STMMW_25721	SL3261_2517	SL1344_2517	SEN2535	1	64.3	35	-1.94279337980479	1	-6.5	1	-2.31495257158643	1	-6.5	1	0	1	-6.5	1	2.39284787872509	1	-0.222299220651088	1	1	0.600129083751737	1	-6.5	1	2.30364046346022	1	0.80268837486061	1	-1.79795057174082	1
fabH	fabH	eco00061 / eco01100 / eco01212	Fatty acid biosynthesis / Metabolic pathways / Fatty acid metabolism	BN373_17031	ERS227112_03567	EC958_1287	NCTC13441_02821	b1091	BW25113_1091	ROD_11531	t1727	STM_MW12021	STMMW_12021	SL3261_1130	SL1344_1130	SEN1856	1	92.9	75	-6.5	1	-6.5	1	-6.5	1	-6.5	1	0	1	-1.46562872395264	1	-6.5	1	-2.5528370460637	1	1	-6.5	1	-6.5	1	-2.28852019397803	1	-0.691977113373707	1	-1.35067797732896	1
mnmA	mnmA	eco04122	Sulfur relay system	BN373_17581	ERS227112_03611	EC958_1330	NCTC13441_02779	b1133	BW25113_1133	ROD_12231	t1686	STM_MW12441	STMMW_12441	SL3261_1172	SL1344_1172	SEN1815	1	50	70	-0.304795557385668	1	-2.66132106035547	1	0.48275892006976	1	-0.504596166687392	1	0	1	-6.5	1	1.19246186208337	1	-6.5	1	1	-6.5	1	1.20207606552795	1	0.789157960296674	1	0.0665430278309768	1	0.746955995108292	1
dapB	dapB	eco00261 / eco00300 / eco01100 / eco01110 / eco01120 / eco01130 / eco01230	Monobactam biosynthesis / Lysine biosynthesis / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Biosynthesis of amino acids	BN373_05241	ERS227112_02375	EC958_0164	NCTC13441_03960	b0031	BW25113_0031	ROD_00341	t0066	STM_MW00651	STMMW_00651	SL3261_0065	SL1344_0065	SEN0065	1	92.9	72.5	-6.5	1	-6.5	1	-6.5	1	-6.5	1	0	1	-1.82826744123186	1	-6.5	1	-6.5	1	1	-6.5	1	-2.94002309444503	1	-1.50891680277815	1	-3.16213431394251	1	-1.32915786438676	1
mrdB	mrdB	-	-	BN373_12461	ERS227112_03108	EC958_0753	NCTC13441_03361	b0634	BW25113_0634	ROD_06521	t2228	STM_MW07041	STMMW_07041	SL3261_0627	SL1344_0627	SEN0608	1	92.9	60	-6.5	1	-0.0748555700374057	1	-1.13922266718964	1	-6.5	1	1	1	-6.5	1	-0.949136671276806	1	-6.5	1	1	-6.5	1	-1.17135517023838	1	0.408473192806282	1	-1.35395201086898	1	-0.277101357926151	1
rpsQ	rpsQ	eco03010	Ribosome	BN373_43471	ERS227112_00876	EC958_3704	NCTC13441_00384	b3311	BW25113_3311	ROD_45111	t4074	STM_MW34241	STMMW_34241	SL3261_3398	SL1344_3398	SEN3259	1	92.9	77.5	-6.5	1	-6.5	1	-6.5	1	-6.5	1	0	1	-6.5	1	-6.5	1	-6.5	1	1	-6.5	1	-6.5	1	-6.5	1	-6.5	1	-6.5	1
rplP	rplP	eco03010	Ribosome	BN373_43491	ERS227112_00874	EC958_3706	NCTC13441_00382	b3313	BW25113_3313	ROD_45091	t4072	STM_MW34251	STMMW_34251	SL3261_3400	SL1344_3400	SEN3261	1	92.9	90	-6.5	1	-6.5	1	-6.5	1	-6.5	1	1	1	-6.5	1	-6.5	1	-6.5	1	1	-6.5	1	0.632241995223091	1	-6.5	1	-2.3272998409054	1	-1.72409390581524	1
priA	priA	eco03440	Homologous recombination	BN373_48631	ERS227112_00352	EC958_4420	NCTC13441_04565	b3935	BW25113_3935	ROD_38111	t3523	STM_MW40601	STMMW_40601	SL3261_4044	SL1344_4044	SEN3885	1	85.7	57.5	-3.61892893963979	1	-4.65714977574062	1	-3.45266516971544	1	-4.25212705803413	1	0	1	0.440291834619356	1	-3.0930948000504	1	-4.3564832847825	1	1	-6.5	1	-2.08540872782618	1	-1.28654069009023	1	-2.66890450173624	1	-3.87586501756577	1
-	-	-	-	BN373_13671	ERS227112_03238A	-	-	-	-	-	-	-	-	-	-	-	0	14.3	5	-6.5	1	-6.5	1	NA	0	NA	0	0	0	NA	0	NA	0	NA	0	0	NA	0	NA	0	NA	0	NA	0	NA	0
rnc	rnc	-	-	BN373_35501	ERS227112_00020A	EC958_2873	-	b2567	BW25113_2567	ROD_25131	t0277	STM_MW25971	STMMW_25971	SL3261_2543	SL1344_2543	SEN2561	0	50	40	-1.05199724106051	1	-6.5	1	2.32669270231686	1	NA	0	0	1	2.45029260970344	1	-0.0220833072169352	1	1.41015617122466	1	0	-0.600199133116175	1	0.530961225031883	1	-0.170721316677252	1	-2.42968450369399	1	-1.99100426168348	1
ubiE	ubiE	eco00130 / eco01100 / eco01110	Ubiquinone and other terpenoid-quinone biosynthesis / Metabolic pathways / Biosynthesis of secondary metabolites	BN373_49541	ERS227112_01801	EC958_4315	NCTC13441_04666	b3833	BW25113_3833	ROD_39211	t3327	STM_MW39411	STMMW_39411	SL3261_3924	SL1344_3924	SEN3765	1	85.7	60	-1.09044232235034	1	-6.5	1	0	1	0.0935943160715958	1	0	1	-0.140832770330451	1	-0.0997280131055302	1	-6.5	1	1	-2.32455149990849	1	-0.81735876234316	1	-2.55252923012067	1	-1.42548405332135	1	-0.952194249450875	1
dapA	dapA	eco00261 / eco00300 / eco01100 / eco01110 / eco01120 / eco01130 / eco01230	Monobactam biosynthesis / Lysine biosynthesis / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Biosynthesis of amino acids	BN373_34711	ERS227112_03767	EC958_2795	NCTC13441_01250	b2478	BW25113_2478	ROD_24271	t0370	STM_MW25071	STMMW_25071	SL3261_2452	SL1344_2452	SEN2468	1	92.9	70	-1.48982201262586	1	-2.53232665757415	1	-2.82343158234638	1	-6.5	1	0	1	-6.5	1	-6.5	1	-6.5	1	1	-6.5	1	-0.372509749192917	1	-6.5	1	-6.5	1	-1.64743352746729	1
dapE	dapE	eco00300 / eco01100 / eco01120 / eco01230	Lysine biosynthesis / Metabolic pathways / Microbial metabolism in diverse environments / Biosynthesis of amino acids	BN373_34641	ERS227112_03774	EC958_2788	NCTC13441_01258	b2472	BW25113_2472	ROD_24201	t0376	STM_MW25021	STMMW_25021	SL3261_2446	SL1344_2446	SEN2462	1	92.9	57.5	-6.5	1	-6.5	1	-0.832674398420931	1	-6.5	1	0	1	-6.5	1	-2.47048086710802	1	-6.5	1	1	-1.40131234945788	1	-1.74224865699056	1	-2.97284814640309	1	-6.5	1	-2.61051044108997	1
mrdA	mrdA	eco00550 / eco01501	Peptidoglycan biosynthesis / beta-Lactam resistance	BN373_12471	ERS227112_03109	EC958_0754	NCTC13441_03360	b0635	BW25113_0635	ROD_06531	t2227	STM_MW07051	STMMW_07051	SL3261_0628	SL1344_0628	SEN0609	1	85.7	52.5	-0.712772774635491	1	-0.579797221422858	1	-0.103135151334733	1	-6.5	1	1	1	-6.5	1	0.0177606910199875	1	-6.5	1	1	-6.5	1	-2.5273695971215	1	0.123497869926192	1	-1.54049647145666	1	-0.4622463576103	1
dnaT	dnaT	eco03440	Homologous recombination	BN373_04401	ERS227112_02290	EC958_0092	NCTC13441_04034	b4362	BW25113_4362	ROD_48611	t4587	STM_MW44901	STMMW_44901	SL3261_4475	SL1344_4475	SEN4309	1	92.9	32.5	-6.5	1	-6.5	1	-6.5	1	-6.5	1	0	1	-1.46312285789057	1	-1.89519462238732	1	-6.5	1	1	-6.5	1	-6.5	1	-6.5	1	-6.5	1	-2.20699108425737	1
acpP	acpP	-	-	BN373_17061	ERS227112_03570	EC958_1290	NCTC13441_02818	b1094	BW25113_1094	ROD_11561	t1724	STM_MW12051	STMMW_12051	SL3261_1133	SL1344_1133	SEN1853	1	92.9	75	-6.5	1	-0.239348230756047	1	-6.5	1	-6.5	1	1	1	-6.5	1	-6.5	1	-6.5	1	1	-6.5	1	-6.5	1	-6.5	1	-6.5	1	0.239421983582716	1
-	-	-	-	BN373_09941	ERS227112_05429	EC958_1344	NCTC13441_02766	-	-	ROD_26211	-	STM_MW20241	STMMW_20241	SL3261_1967	SL1344_1967	SEN1955	0	71.4	27.5	-6.5	1	-6.5	1	-1.35603922626798	1	-6.5	1	0	0	NA	0	-0.915540891921121	1	NA	0	0	-6.5	1	-0.51339300542954	1	-6.5	1	-6.5	1	-1.3794549657787	1
iscS	iscS	eco00730 / eco01100 / eco04122	Thiamine metabolism / Metabolic pathways / Sulfur relay system	BN373_35191	ERS227112_00054	EC958_2841	NCTC13441_01206	b2530	BW25113_2530	ROD_24741	t0313	STM_MW25601	STMMW_25601	SL3261_2505	SL1344_2505	SEN2523	1	71.4	65	-0.910888818835653	1	-3.50474810354253	1	-1.27080513176095	1	-6.5	1	0	1	-0.310631179834448	1	2.0844456983356	1	-2.76813899896056	1	1	-6.5	1	-1.81973015664063	1	-0.362033848195012	1	0.323409357229317	1	0.669310743270328	1
fabA	fabA	eco00061 / eco01100 / eco01212	Fatty acid biosynthesis / Metabolic pathways / Fatty acid metabolism	BN373_15951	ERS227112_03467	EC958_1158	NCTC13441_02942	b0954	BW25113_0954	ROD_10151	t1853	STM_MW10801	STMMW_10801	SL3261_1007	SL1344_1007	SEN0932	1	92.9	52.5	-6.5	1	-6.5	1	0.0525274829413641	1	-1.62451335918864	1	1	1	-6.5	1	-6.5	1	-6.5	1	1	-6.5	1	-1.6870187039887	1	-6.5	1	-6.5	1	-2.61048685440208	1
accB	accB	eco00061 / eco00620 / eco00640 / eco01100 / eco01110 / eco01120 / eco01130 / eco01200 / eco01212	Fatty acid biosynthesis / Pyruvate metabolism / Propanoate metabolism / Metabolic pathways / Biosynthesis of secondary metabolites / Microbial metabolism in diverse environments / Biosynthesis of antibiotics / Carbon metabolism / Fatty acid metabolism	BN373_43051	ERS227112_00942	EC958_3647	NCTC13441_00446	b3255	BW25113_3255	ROD_45591	t3294	-	STMMW_33771	SL3261_3352	SL1344_3352	SEN3213	1	92.9	70	-1.20777721264984	1	-6.5	1	-6.5	1	-6.5	1	1	1	-1.27540316697567	1	-6.5	1	-6.5	1	1	NA	0	-6.5	1	-6.5	1	-2.46795792714192	1	-1.90639353193328	1
